policy,contacted,captured_churners,precision_at_k,capture_rate,lift,contact_cost,retention_value,save_rate,expected_saved_customers,campaign_cost,expected_retention_value,net_value,roi,break_even_save_rate
top_5pct,2444,68,0.027823240589198037,0.2698412698412698,5.397708674304419,5.0,50.0,0.1,6.800000000000001,12220.0,340.00000000000006,-11880.0,-0.972176759410802,3.5941176470588236
top_5pct,2444,68,0.027823240589198037,0.2698412698412698,5.397708674304419,5.0,50.0,0.2,13.600000000000001,12220.0,680.0000000000001,-11540.0,-0.9443535188216039,3.5941176470588236
top_5pct,2444,68,0.027823240589198037,0.2698412698412698,5.397708674304419,5.0,100.0,0.05,3.4000000000000004,12220.0,340.00000000000006,-11880.0,-0.972176759410802,1.7970588235294118
top_5pct,2444,68,0.027823240589198037,0.2698412698412698,5.397708674304419,5.0,100.0,0.1,6.800000000000001,12220.0,680.0000000000001,-11540.0,-0.9443535188216039,1.7970588235294118
top_5pct,2444,68,0.027823240589198037,0.2698412698412698,5.397708674304419,5.0,100.0,0.2,13.600000000000001,12220.0,1360.0000000000002,-10860.0,-0.8887070376432079,1.7970588235294118
top_5pct,2444,68,0.027823240589198037,0.2698412698412698,5.397708674304419,5.0,200.0,0.05,3.4000000000000004,12220.0,680.0000000000001,-11540.0,-0.9443535188216039,0.8985294117647059
top_5pct,2444,68,0.027823240589198037,0.2698412698412698,5.397708674304419,5.0,200.0,0.1,6.800000000000001,12220.0,1360.0000000000002,-10860.0,-0.8887070376432079,0.8985294117647059
top_5pct,2444,68,0.027823240589198037,0.2698412698412698,5.397708674304419,5.0,200.0,0.2,13.600000000000001,12220.0,2720.0000000000005,-9500.0,-0.7774140752864157,0.8985294117647059
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,1.0,50.0,0.05,4.75,4889.0,237.5,-4651.5,-0.9514215586009409,1.0292631578947369
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,1.0,50.0,0.1,9.5,4889.0,475.0,-4414.0,-0.9028431172018818,1.0292631578947369
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,1.0,50.0,0.2,19.0,4889.0,950.0,-3939.0,-0.8056862344037635,1.0292631578947369
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,1.0,100.0,0.05,4.75,4889.0,475.0,-4414.0,-0.9028431172018818,0.5146315789473684
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,1.0,100.0,0.1,9.5,4889.0,950.0,-3939.0,-0.8056862344037635,0.5146315789473684
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,1.0,100.0,0.2,19.0,4889.0,1900.0,-2989.0,-0.611372468807527,0.5146315789473684
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,1.0,200.0,0.05,4.75,4889.0,950.0,-3939.0,-0.8056862344037635,0.2573157894736842
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,1.0,200.0,0.1,9.5,4889.0,1900.0,-2989.0,-0.611372468807527,0.2573157894736842
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,1.0,200.0,0.2,19.0,4889.0,3800.0,-1089.0,-0.2227449376150542,0.2573157894736842
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,3.0,50.0,0.05,4.75,14667.0,237.5,-14429.5,-0.9838071862003136,3.0877894736842104
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,3.0,50.0,0.1,9.5,14667.0,475.0,-14192.0,-0.9676143724006273,3.0877894736842104
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,3.0,50.0,0.2,19.0,14667.0,950.0,-13717.0,-0.9352287448012545,3.0877894736842104
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,3.0,100.0,0.05,4.75,14667.0,475.0,-14192.0,-0.9676143724006273,1.5438947368421052
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,3.0,100.0,0.1,9.5,14667.0,950.0,-13717.0,-0.9352287448012545,1.5438947368421052
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,3.0,100.0,0.2,19.0,14667.0,1900.0,-12767.0,-0.870457489602509,1.5438947368421052
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,3.0,200.0,0.05,4.75,14667.0,950.0,-13717.0,-0.9352287448012545,0.7719473684210526
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,3.0,200.0,0.1,9.5,14667.0,1900.0,-12767.0,-0.870457489602509,0.7719473684210526
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,3.0,200.0,0.2,19.0,14667.0,3800.0,-10867.0,-0.740914979205018,0.7719473684210526
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,5.0,50.0,0.05,4.75,24445.0,237.5,-24207.5,-0.9902843117201882,5.146315789473684
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,5.0,50.0,0.1,9.5,24445.0,475.0,-23970.0,-0.9805686234403763,5.146315789473684
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,5.0,50.0,0.2,19.0,24445.0,950.0,-23495.0,-0.9611372468807527,5.146315789473684
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,5.0,100.0,0.05,4.75,24445.0,475.0,-23970.0,-0.9805686234403763,2.573157894736842
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,5.0,100.0,0.1,9.5,24445.0,950.0,-23495.0,-0.9611372468807527,2.573157894736842
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,5.0,100.0,0.2,19.0,24445.0,1900.0,-22545.0,-0.9222744937615054,2.573157894736842
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,5.0,200.0,0.05,4.75,24445.0,950.0,-23495.0,-0.9611372468807527,1.286578947368421
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,5.0,200.0,0.1,9.5,24445.0,1900.0,-22545.0,-0.9222744937615054,1.286578947368421
top_10pct,4889,95,0.019431376559623646,0.376984126984127,3.7696870525669874,5.0,200.0,0.2,19.0,24445.0,3800.0,-20645.0,-0.8445489875230109,1.286578947368421
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,1.0,50.0,0.05,5.800000000000001,7333.0,290.00000000000006,-7043.0,-0.960452747852175,1.2643103448275863
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,1.0,50.0,0.1,11.600000000000001,7333.0,580.0000000000001,-6753.0,-0.9209054957043502,1.2643103448275863
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,1.0,50.0,0.2,23.200000000000003,7333.0,1160.0000000000002,-6173.0,-0.8418109914087004,1.2643103448275863
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,1.0,100.0,0.05,5.800000000000001,7333.0,580.0000000000001,-6753.0,-0.9209054957043502,0.6321551724137932
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,1.0,100.0,0.1,11.600000000000001,7333.0,1160.0000000000002,-6173.0,-0.8418109914087004,0.6321551724137932
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,1.0,100.0,0.2,23.200000000000003,7333.0,2320.0000000000005,-5013.0,-0.6836219828174008,0.6321551724137932
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,1.0,200.0,0.05,5.800000000000001,7333.0,1160.0000000000002,-6173.0,-0.8418109914087004,0.3160775862068966
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,1.0,200.0,0.1,11.600000000000001,7333.0,2320.0000000000005,-5013.0,-0.6836219828174008,0.3160775862068966
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,1.0,200.0,0.2,23.200000000000003,7333.0,4640.000000000001,-2692.999999999999,-0.36724396563480144,0.3160775862068966
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,3.0,50.0,0.05,5.800000000000001,21999.0,290.00000000000006,-21709.0,-0.9868175826173917,3.7929310344827587
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,3.0,50.0,0.1,11.600000000000001,21999.0,580.0000000000001,-21419.0,-0.9736351652347834,3.7929310344827587
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,3.0,50.0,0.2,23.200000000000003,21999.0,1160.0000000000002,-20839.0,-0.9472703304695668,3.7929310344827587
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,3.0,100.0,0.05,5.800000000000001,21999.0,580.0000000000001,-21419.0,-0.9736351652347834,1.8964655172413794
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,3.0,100.0,0.1,11.600000000000001,21999.0,1160.0000000000002,-20839.0,-0.9472703304695668,1.8964655172413794
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,3.0,100.0,0.2,23.200000000000003,21999.0,2320.0000000000005,-19679.0,-0.8945406609391336,1.8964655172413794
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,3.0,200.0,0.05,5.800000000000001,21999.0,1160.0000000000002,-20839.0,-0.9472703304695668,0.9482327586206897
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,3.0,200.0,0.1,11.600000000000001,21999.0,2320.0000000000005,-19679.0,-0.8945406609391336,0.9482327586206897
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,3.0,200.0,0.2,23.200000000000003,21999.0,4640.000000000001,-17359.0,-0.7890813218782672,0.9482327586206897
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,5.0,50.0,0.05,5.800000000000001,36665.0,290.00000000000006,-36375.0,-0.992090549570435,6.321551724137931
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,5.0,50.0,0.1,11.600000000000001,36665.0,580.0000000000001,-36085.0,-0.98418109914087,6.321551724137931
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,5.0,50.0,0.2,23.200000000000003,36665.0,1160.0000000000002,-35505.0,-0.9683621982817401,6.321551724137931
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,5.0,100.0,0.05,5.800000000000001,36665.0,580.0000000000001,-36085.0,-0.98418109914087,3.1607758620689657
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,5.0,100.0,0.1,11.600000000000001,36665.0,1160.0000000000002,-35505.0,-0.9683621982817401,3.1607758620689657
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,5.0,100.0,0.2,23.200000000000003,36665.0,2320.0000000000005,-34345.0,-0.9367243965634802,3.1607758620689657
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,5.0,200.0,0.05,5.800000000000001,36665.0,1160.0000000000002,-35505.0,-0.9683621982817401,1.5803879310344828
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,5.0,200.0,0.1,11.600000000000001,36665.0,2320.0000000000005,-34345.0,-0.9367243965634802,1.5803879310344828
top_15pct,7333,116,0.015818900859129962,0.4603174603174603,3.0688667666712126,5.0,200.0,0.2,23.200000000000003,36665.0,4640.000000000001,-32025.0,-0.8734487931269603,1.5803879310344828
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,1.0,50.0,0.05,6.4,9778.0,320.0,-9458.0,-0.967273471057476,1.5278125
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,1.0,50.0,0.1,12.8,9778.0,640.0,-9138.0,-0.9345469421149519,1.5278125
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,1.0,50.0,0.2,25.6,9778.0,1280.0,-8498.0,-0.8690938842299039,1.5278125
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,1.0,100.0,0.05,6.4,9778.0,640.0,-9138.0,-0.9345469421149519,0.76390625
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,1.0,100.0,0.1,12.8,9778.0,1280.0,-8498.0,-0.8690938842299039,0.76390625
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,1.0,100.0,0.2,25.6,9778.0,2560.0,-7218.0,-0.7381877684598077,0.76390625
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,1.0,200.0,0.05,6.4,9778.0,1280.0,-8498.0,-0.8690938842299039,0.381953125
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,1.0,200.0,0.1,12.8,9778.0,2560.0,-7218.0,-0.7381877684598077,0.381953125
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,1.0,200.0,0.2,25.6,9778.0,5120.0,-4658.0,-0.4763755369196155,0.381953125
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,3.0,50.0,0.05,6.4,29334.0,320.0,-29014.0,-0.9890911570191586,4.5834375
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,3.0,50.0,0.1,12.8,29334.0,640.0,-28694.0,-0.9781823140383173,4.5834375
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,3.0,50.0,0.2,25.6,29334.0,1280.0,-28054.0,-0.9563646280766346,4.5834375
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,3.0,100.0,0.05,6.4,29334.0,640.0,-28694.0,-0.9781823140383173,2.29171875
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,3.0,100.0,0.1,12.8,29334.0,1280.0,-28054.0,-0.9563646280766346,2.29171875
top_20pct,9778,128,0.013090611577009614,0.5079365079365079,2.5395786459398653,3.0,100.0,0.2,25.6,29334.0,2560.0,-26774.0,-0.9127292561532693,2.29171875
