feature_original,abs_importance,max_abs_importance,n_transformed_features,rank
red_indice_calidad_global_roll_3m,0.31896844943518504,0.31896844943518504,1,37
red_incidencia_masiva_lag_3m,0.3095145721278625,0.26201516756786686,2,38
red_incidencia_masiva_lag_2m,0.3064695438012671,0.24834215694680503,2,39
red_tasa_cortes_pct_roll_3m,0.3031430054422668,0.3031430054422668,1,40
soporte_duracion_max_roll_3m,0.29481023025891834,0.283706496219903,2,41
fact_cargo_base_lag_3m,0.2895691383873993,0.24206973382740363,2,42
fact_num_lineas_roll_3m,0.2893853658715924,0.2893853658715924,1,43
fact_num_lineas,0.2893853658715924,0.2893853658715924,1,44
fact_stress_calidad_lag,0.28714000538985734,0.28714000538985734,1,45
soporte_duracion_media_roll_3m,0.286901965540352,0.2757982315013367,2,46
red_indice_calidad_global_lag_1m,0.2848327376437744,0.2781182369784982,2,47
soporte_satisfaccion_media,0.2805384349710221,0.2694347009320068,2,48
red_tasa_cortes_pct_lag_3m,0.2702857283639091,0.22278632380391342,2,49
fact_impago_flag_lag_2m,0.25704761477915755,0.19892022792469546,2,50
soporte_satisfaccion_min_lag_2m,0.2523568186498095,0.2313258419752212,2,51
soporte_impago_mes,0.24709868206506783,0.24709868206506783,1,52
soporte_duracion_max,0.2463538550065443,0.23525012096752898,2,53
fact_consumo_extra_roll_3m,0.24494237695784937,0.24494237695784937,1,54
soporte_duracion_media,0.24405746208096052,0.2329537280419452,2,55
soporte_resuelto_rate_roll_3m,0.2330758140509577,0.22197208001194238,2,56
fact_incidencia_masiva_lag_lag_2m,0.2262783549087941,0.16815096805433205,2,57
soporte_contactos_roll_3m,0.22257646348057636,0.22257646348057636,1,58
soporte_satisfaccion_media_lag_2m,0.21928039862282944,0.19824942194824116,2,59
fact_incidencia_masiva_lag_lag_1m,0.2099069001750278,0.20319239950975154,2,60
fact_consumo_extra_lag_2m,0.19748122237017643,0.13935383551571437,2,61
fact_descuento_aplicado_lag_1m,0.1914113721251474,0.18469687145987113,2,62
soporte_duracion_max_lag_2m,0.1892427530122658,0.16821177633767753,2,63
soporte_dias_retraso_media,0.1840431863747954,0.17293945233578006,2,64
soporte_dias_retraso_media_lag_1m,0.1821602903813955,0.1722391007149525,2,65
soporte_stress_calidad_media_roll_3m,0.17988892505731732,0.168785191018302,2,66
red_cobertura_4g_pct_was_missing_roll_3m,0.17365767378686453,0.17365767378686453,1,67
red_velocidad_media_mbps_roll_3m,0.1714744425879456,0.1714744425879456,1,68
red_cobertura_5g_pct,0.16642475816873434,0.16642475816873434,1,69
red_cobertura_4g_pct,0.16532014335283124,0.16532014335283124,1,70
soporte_motivo_missing_rate_roll_3m,0.16312285034642798,0.15201911630741266,2,71
fact_tipo_plan_was_missing_roll_3m,0.15352975336786512,0.15352975336786512,1,72
fact_descuento_aplicado_lag_3m,0.15334261192722554,0.1058432073672299,2,73
red_velocidad_media_mbps_lag_1m,0.15217008593300504,0.14545558526772878,2,74
fact_consumo_extra,0.14806638483874385,0.14806638483874385,1,75
