feature_transformed,importance,abs_importance,importance_type,feature_original,rank
cat__soporte_motivo_principal_Baja / portabilidad,0.019503482907940035,0.019503482907940035,coefficient,soporte_motivo_principal,84
num__red_incidencia_masiva_lag_2m,0.016029092589575966,0.016029092589575966,coefficient,red_incidencia_masiva_lag_2m,85
num__red_tasa_cortes_pct_roll_3m,-0.011334987292029482,0.011334987292029482,coefficient,red_tasa_cortes_pct_roll_3m,86
num__missingindicator_soporte_satisfaccion_min_roll_3m,-0.010922238029954056,0.010922238029954056,coefficient,soporte_satisfaccion_min_roll_3m,87
num__missingindicator_soporte_satisfaccion_media_roll_3m,-0.010922238029954056,0.010922238029954056,coefficient,soporte_satisfaccion_media_roll_3m,88
num__missingindicator_soporte_satisfaccion_media,-0.010922238029954056,0.010922238029954056,coefficient,soporte_satisfaccion_media,89
num__missingindicator_soporte_satisfaccion_min,-0.010922238029954056,0.010922238029954056,coefficient,soporte_satisfaccion_min,90
num__missingindicator_soporte_dias_retraso_media_roll_3m,-0.010922238029954056,0.010922238029954056,coefficient,soporte_dias_retraso_media_roll_3m,91
num__missingindicator_soporte_duracion_max_roll_3m,-0.010922238029954056,0.010922238029954056,coefficient,soporte_duracion_max_roll_3m,92
num__missingindicator_soporte_duracion_media_roll_3m,-0.010922238029954056,0.010922238029954056,coefficient,soporte_duracion_media_roll_3m,93
num__red_incidencia_masiva_lag_3m,0.010187383325240157,0.010187383325240157,coefficient,red_incidencia_masiva_lag_3m,94
cat__soporte_canal_principal_email,0.005037507481530452,0.005037507481530452,coefficient,soporte_canal_principal,95
cat__fact_tipo_plan_Contrato,-0.004144590297223004,0.004144590297223004,coefficient,fact_tipo_plan,96
cat__soporte_canal_principal_tienda,0.0017491551236067258,0.0017491551236067258,coefficient,soporte_canal_principal,97
