policy,contacted,captured_churners,precision_at_k,capture_rate,lift,contact_cost,retention_value,save_rate,expected_saved_customers,campaign_cost,expected_retention_value,net_value,roi,break_even_save_rate
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,3.0,50.0,0.2,4.800000000000001,1467.0,240.00000000000003,-1227.0,-0.83640081799591,1.2225
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,3.0,100.0,0.05,1.2000000000000002,1467.0,120.00000000000001,-1347.0,-0.918200408997955,0.61125
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,3.0,100.0,0.1,2.4000000000000004,1467.0,240.00000000000003,-1227.0,-0.83640081799591,0.61125
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,3.0,100.0,0.2,4.800000000000001,1467.0,480.00000000000006,-987.0,-0.6728016359918201,0.61125
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,3.0,200.0,0.05,1.2000000000000002,1467.0,240.00000000000003,-1227.0,-0.83640081799591,0.305625
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,3.0,200.0,0.1,2.4000000000000004,1467.0,480.00000000000006,-987.0,-0.6728016359918201,0.305625
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,3.0,200.0,0.2,4.800000000000001,1467.0,960.0000000000001,-506.9999999999999,-0.34560327198364,0.305625
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,5.0,50.0,0.05,1.2000000000000002,2445.0,60.00000000000001,-2385.0,-0.9754601226993865,2.0375
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,5.0,50.0,0.1,2.4000000000000004,2445.0,120.00000000000001,-2325.0,-0.950920245398773,2.0375
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,5.0,50.0,0.2,4.800000000000001,2445.0,240.00000000000003,-2205.0,-0.901840490797546,2.0375
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,5.0,100.0,0.05,1.2000000000000002,2445.0,120.00000000000001,-2325.0,-0.950920245398773,1.01875
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,5.0,100.0,0.1,2.4000000000000004,2445.0,240.00000000000003,-2205.0,-0.901840490797546,1.01875
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,5.0,100.0,0.2,4.800000000000001,2445.0,480.00000000000006,-1965.0,-0.803680981595092,1.01875
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,5.0,200.0,0.05,1.2000000000000002,2445.0,240.00000000000003,-2205.0,-0.901840490797546,0.509375
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,5.0,200.0,0.1,2.4000000000000004,2445.0,480.00000000000006,-1965.0,-0.803680981595092,0.509375
top_1pct,489,24,0.049079754601226995,0.09523809523809523,9.521472392638037,5.0,200.0,0.2,4.800000000000001,2445.0,960.0000000000001,-1485.0,-0.6073619631901841,0.509375
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,1.0,50.0,0.05,2.15,978.0,107.5,-870.5,-0.8900817995910021,0.45488372093023255
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,1.0,50.0,0.1,4.3,978.0,215.0,-763.0,-0.7801635991820041,0.45488372093023255
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,1.0,50.0,0.2,8.6,978.0,430.0,-548.0,-0.5603271983640081,0.45488372093023255
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,1.0,100.0,0.05,2.15,978.0,215.0,-763.0,-0.7801635991820041,0.22744186046511627
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,1.0,100.0,0.1,4.3,978.0,430.0,-548.0,-0.5603271983640081,0.22744186046511627
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,1.0,100.0,0.2,8.6,978.0,860.0,-118.0,-0.12065439672801637,0.22744186046511627
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,1.0,200.0,0.05,2.15,978.0,430.0,-548.0,-0.5603271983640081,0.11372093023255814
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,1.0,200.0,0.1,4.3,978.0,860.0,-118.0,-0.12065439672801637,0.11372093023255814
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,1.0,200.0,0.2,8.6,978.0,1720.0,742.0,0.7586912065439673,0.11372093023255814
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,3.0,50.0,0.05,2.15,2934.0,107.5,-2826.5,-0.9633605998636674,1.3646511627906976
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,3.0,50.0,0.1,4.3,2934.0,215.0,-2719.0,-0.9267211997273347,1.3646511627906976
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,3.0,50.0,0.2,8.6,2934.0,430.0,-2504.0,-0.8534423994546694,1.3646511627906976
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,3.0,100.0,0.05,2.15,2934.0,215.0,-2719.0,-0.9267211997273347,0.6823255813953488
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,3.0,100.0,0.1,4.3,2934.0,430.0,-2504.0,-0.8534423994546694,0.6823255813953488
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,3.0,100.0,0.2,8.6,2934.0,860.0,-2074.0,-0.7068847989093388,0.6823255813953488
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,3.0,200.0,0.05,2.15,2934.0,430.0,-2504.0,-0.8534423994546694,0.3411627906976744
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,3.0,200.0,0.1,4.3,2934.0,860.0,-2074.0,-0.7068847989093388,0.3411627906976744
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,3.0,200.0,0.2,8.6,2934.0,1720.0,-1214.0,-0.41376959781867756,0.3411627906976744
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,5.0,50.0,0.05,2.15,4890.0,107.5,-4782.5,-0.9780163599182005,2.2744186046511627
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,5.0,50.0,0.1,4.3,4890.0,215.0,-4675.0,-0.9560327198364008,2.2744186046511627
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,5.0,50.0,0.2,8.6,4890.0,430.0,-4460.0,-0.9120654396728016,2.2744186046511627
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,5.0,100.0,0.05,2.15,4890.0,215.0,-4675.0,-0.9560327198364008,1.1372093023255814
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,5.0,100.0,0.1,4.3,4890.0,430.0,-4460.0,-0.9120654396728016,1.1372093023255814
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,5.0,100.0,0.2,8.6,4890.0,860.0,-4030.0,-0.8241308793456033,1.1372093023255814
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,5.0,200.0,0.05,2.15,4890.0,430.0,-4460.0,-0.9120654396728016,0.5686046511627907
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,5.0,200.0,0.1,4.3,4890.0,860.0,-4030.0,-0.8241308793456033,0.5686046511627907
top_2pct,978,43,0.04396728016359918,0.17063492063492064,8.52965235173824,5.0,200.0,0.2,8.6,4890.0,1720.0,-3170.0,-0.6482617586912065,0.5686046511627907
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,1.0,50.0,0.05,3.45,2444.0,172.5,-2271.5,-0.9294189852700491,0.7084057971014492
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,1.0,50.0,0.1,6.9,2444.0,345.0,-2099.0,-0.8588379705400983,0.7084057971014492
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,1.0,50.0,0.2,13.8,2444.0,690.0,-1754.0,-0.7176759410801964,0.7084057971014492
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,1.0,100.0,0.05,3.45,2444.0,345.0,-2099.0,-0.8588379705400983,0.3542028985507246
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,1.0,100.0,0.1,6.9,2444.0,690.0,-1754.0,-0.7176759410801964,0.3542028985507246
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,1.0,100.0,0.2,13.8,2444.0,1380.0,-1064.0,-0.4353518821603928,0.3542028985507246
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,1.0,200.0,0.05,3.45,2444.0,690.0,-1754.0,-0.7176759410801964,0.1771014492753623
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,1.0,200.0,0.1,6.9,2444.0,1380.0,-1064.0,-0.4353518821603928,0.1771014492753623
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,1.0,200.0,0.2,13.8,2444.0,2760.0,316.0,0.12929623567921442,0.1771014492753623
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,3.0,50.0,0.05,3.45,7332.0,172.5,-7159.5,-0.9764729950900164,2.1252173913043477
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,3.0,50.0,0.1,6.9,7332.0,345.0,-6987.0,-0.9529459901800328,2.1252173913043477
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,3.0,50.0,0.2,13.8,7332.0,690.0,-6642.0,-0.9058919803600655,2.1252173913043477
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,3.0,100.0,0.05,3.45,7332.0,345.0,-6987.0,-0.9529459901800328,1.0626086956521739
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,3.0,100.0,0.1,6.9,7332.0,690.0,-6642.0,-0.9058919803600655,1.0626086956521739
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,3.0,100.0,0.2,13.8,7332.0,1380.0,-5952.0,-0.8117839607201309,1.0626086956521739
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,3.0,200.0,0.05,3.45,7332.0,690.0,-6642.0,-0.9058919803600655,0.5313043478260869
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,3.0,200.0,0.1,6.9,7332.0,1380.0,-5952.0,-0.8117839607201309,0.5313043478260869
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,3.0,200.0,0.2,13.8,7332.0,2760.0,-4572.0,-0.6235679214402619,0.5313043478260869
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,5.0,50.0,0.05,3.45,12220.0,172.5,-12047.5,-0.9858837970540099,3.542028985507246
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,5.0,50.0,0.1,6.9,12220.0,345.0,-11875.0,-0.9717675941080196,3.542028985507246
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,5.0,50.0,0.2,13.8,12220.0,690.0,-11530.0,-0.9435351882160393,3.542028985507246
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,5.0,100.0,0.05,3.45,12220.0,345.0,-11875.0,-0.9717675941080196,1.771014492753623
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,5.0,100.0,0.1,6.9,12220.0,690.0,-11530.0,-0.9435351882160393,1.771014492753623
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,5.0,100.0,0.2,13.8,12220.0,1380.0,-10840.0,-0.8870703764320785,1.771014492753623
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,5.0,200.0,0.05,3.45,12220.0,690.0,-11530.0,-0.9435351882160393,0.8855072463768116
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,5.0,200.0,0.1,6.9,12220.0,1380.0,-10840.0,-0.8870703764320785,0.8855072463768116
top_5pct,2444,69,0.02823240589198036,0.27380952380952384,5.47708674304419,5.0,200.0,0.2,13.8,12220.0,2760.0,-9460.0,-0.7741407528641571,0.8855072463768116
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,1.0,50.0,0.05,4.65,4889.0,232.50000000000003,-4656.5,-0.9524442626303947,1.0513978494623657
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,1.0,50.0,0.1,9.3,4889.0,465.00000000000006,-4424.0,-0.9048885252607896,1.0513978494623657
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,1.0,50.0,0.2,18.6,4889.0,930.0000000000001,-3959.0,-0.809777050521579,1.0513978494623657
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,1.0,100.0,0.05,4.65,4889.0,465.00000000000006,-4424.0,-0.9048885252607896,0.5256989247311828
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,1.0,100.0,0.1,9.3,4889.0,930.0000000000001,-3959.0,-0.809777050521579,0.5256989247311828
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,1.0,100.0,0.2,18.6,4889.0,1860.0000000000002,-3029.0,-0.6195541010431581,0.5256989247311828
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,1.0,200.0,0.05,4.65,4889.0,930.0000000000001,-3959.0,-0.809777050521579,0.2628494623655914
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,1.0,200.0,0.1,9.3,4889.0,1860.0000000000002,-3029.0,-0.6195541010431581,0.2628494623655914
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,1.0,200.0,0.2,18.6,4889.0,3720.0000000000005,-1168.9999999999995,-0.23910820208631614,0.2628494623655914
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,3.0,50.0,0.05,4.65,14667.0,232.50000000000003,-14434.5,-0.9841480875434649,3.154193548387097
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,3.0,50.0,0.1,9.3,14667.0,465.00000000000006,-14202.0,-0.9682961750869299,3.154193548387097
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,3.0,50.0,0.2,18.6,14667.0,930.0000000000001,-13737.0,-0.9365923501738597,3.154193548387097
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,3.0,100.0,0.05,4.65,14667.0,465.00000000000006,-14202.0,-0.9682961750869299,1.5770967741935484
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,3.0,100.0,0.1,9.3,14667.0,930.0000000000001,-13737.0,-0.9365923501738597,1.5770967741935484
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,3.0,100.0,0.2,18.6,14667.0,1860.0000000000002,-12807.0,-0.8731847003477193,1.5770967741935484
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,3.0,200.0,0.05,4.65,14667.0,930.0000000000001,-13737.0,-0.9365923501738597,0.7885483870967742
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,3.0,200.0,0.1,9.3,14667.0,1860.0000000000002,-12807.0,-0.8731847003477193,0.7885483870967742
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,3.0,200.0,0.2,18.6,14667.0,3720.0000000000005,-10947.0,-0.7463694006954388,0.7885483870967742
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,5.0,50.0,0.05,4.65,24445.0,232.50000000000003,-24212.5,-0.990488852526079,5.256989247311828
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,5.0,50.0,0.1,9.3,24445.0,465.00000000000006,-23980.0,-0.9809777050521579,5.256989247311828
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,5.0,50.0,0.2,18.6,24445.0,930.0000000000001,-23515.0,-0.9619554101043158,5.256989247311828
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,5.0,100.0,0.05,4.65,24445.0,465.00000000000006,-23980.0,-0.9809777050521579,2.628494623655914
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,5.0,100.0,0.1,9.3,24445.0,930.0000000000001,-23515.0,-0.9619554101043158,2.628494623655914
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,5.0,100.0,0.2,18.6,24445.0,1860.0000000000002,-22585.0,-0.9239108202086316,2.628494623655914
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,5.0,200.0,0.05,4.65,24445.0,930.0000000000001,-23515.0,-0.9619554101043158,1.314247311827957
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,5.0,200.0,0.1,9.3,24445.0,1860.0000000000002,-22585.0,-0.9239108202086316,1.314247311827957
top_10pct,4889,93,0.019022294947842095,0.36904761904761907,3.6903252198813665,5.0,200.0,0.2,18.6,24445.0,3720.0000000000005,-20725.0,-0.8478216404172633,1.314247311827957
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,1.0,50.0,0.05,5.95,7333.0,297.5,-7035.5,-0.9594299740897313,1.232436974789916
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,1.0,50.0,0.1,11.9,7333.0,595.0,-6738.0,-0.9188599481794627,1.232436974789916
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,1.0,50.0,0.2,23.8,7333.0,1190.0,-6143.0,-0.8377198963589254,1.232436974789916
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,1.0,100.0,0.05,5.95,7333.0,595.0,-6738.0,-0.9188599481794627,0.616218487394958
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,1.0,100.0,0.1,11.9,7333.0,1190.0,-6143.0,-0.8377198963589254,0.616218487394958
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,1.0,100.0,0.2,23.8,7333.0,2380.0,-4953.0,-0.6754397927178508,0.616218487394958
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,1.0,200.0,0.05,5.95,7333.0,1190.0,-6143.0,-0.8377198963589254,0.308109243697479
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,1.0,200.0,0.1,11.9,7333.0,2380.0,-4953.0,-0.6754397927178508,0.308109243697479
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,1.0,200.0,0.2,23.8,7333.0,4760.0,-2573.0,-0.35087958543570164,0.308109243697479
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,3.0,50.0,0.05,5.95,21999.0,297.5,-21701.5,-0.9864766580299105,3.6973109243697477
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,3.0,50.0,0.1,11.9,21999.0,595.0,-21404.0,-0.9729533160598209,3.6973109243697477
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,3.0,50.0,0.2,23.8,21999.0,1190.0,-20809.0,-0.9459066321196418,3.6973109243697477
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,3.0,100.0,0.05,5.95,21999.0,595.0,-21404.0,-0.9729533160598209,1.8486554621848739
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,3.0,100.0,0.1,11.9,21999.0,1190.0,-20809.0,-0.9459066321196418,1.8486554621848739
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,3.0,100.0,0.2,23.8,21999.0,2380.0,-19619.0,-0.8918132642392836,1.8486554621848739
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,3.0,200.0,0.05,5.95,21999.0,1190.0,-20809.0,-0.9459066321196418,0.9243277310924369
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,3.0,200.0,0.1,11.9,21999.0,2380.0,-19619.0,-0.8918132642392836,0.9243277310924369
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,3.0,200.0,0.2,23.8,21999.0,4760.0,-17239.0,-0.7836265284785672,0.9243277310924369
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,5.0,50.0,0.05,5.95,36665.0,297.5,-36367.5,-0.9918859948179463,6.16218487394958
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,5.0,50.0,0.1,11.9,36665.0,595.0,-36070.0,-0.9837719896358925,6.16218487394958
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,5.0,50.0,0.2,23.8,36665.0,1190.0,-35475.0,-0.967543979271785,6.16218487394958
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,5.0,100.0,0.05,5.95,36665.0,595.0,-36070.0,-0.9837719896358925,3.08109243697479
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,5.0,100.0,0.1,11.9,36665.0,1190.0,-35475.0,-0.967543979271785,3.08109243697479
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,5.0,100.0,0.2,23.8,36665.0,2380.0,-34285.0,-0.9350879585435702,3.08109243697479
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,5.0,200.0,0.05,5.95,36665.0,1190.0,-35475.0,-0.967543979271785,1.540546218487395
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,5.0,200.0,0.1,11.9,36665.0,2380.0,-34285.0,-0.9350879585435702,1.540546218487395
top_15pct,7333,119,0.01622801036410746,0.4722222222222222,3.1482340106368474,5.0,200.0,0.2,23.8,36665.0,4760.0,-31905.0,-0.8701759170871404,1.540546218487395
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,1.0,50.0,0.05,6.6000000000000005,9778.0,330.0,-9448.0,-0.966250767028022,1.4815151515151515
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,1.0,50.0,0.1,13.200000000000001,9778.0,660.0,-9118.0,-0.9325015340560442,1.4815151515151515
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,1.0,50.0,0.2,26.400000000000002,9778.0,1320.0,-8458.0,-0.8650030681120884,1.4815151515151515
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,1.0,100.0,0.05,6.6000000000000005,9778.0,660.0,-9118.0,-0.9325015340560442,0.7407575757575757
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,1.0,100.0,0.1,13.200000000000001,9778.0,1320.0,-8458.0,-0.8650030681120884,0.7407575757575757
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,1.0,100.0,0.2,26.400000000000002,9778.0,2640.0,-7138.0,-0.7300061362241768,0.7407575757575757
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,1.0,200.0,0.05,6.6000000000000005,9778.0,1320.0,-8458.0,-0.8650030681120884,0.37037878787878786
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,1.0,200.0,0.1,13.200000000000001,9778.0,2640.0,-7138.0,-0.7300061362241768,0.37037878787878786
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,1.0,200.0,0.2,26.400000000000002,9778.0,5280.0,-4498.0,-0.46001227244835347,0.37037878787878786
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,3.0,50.0,0.05,6.6000000000000005,29334.0,330.0,-29004.0,-0.9887502556760074,4.444545454545454
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,3.0,50.0,0.1,13.200000000000001,29334.0,660.0,-28674.0,-0.9775005113520148,4.444545454545454
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,3.0,50.0,0.2,26.400000000000002,29334.0,1320.0,-28014.0,-0.9550010227040294,4.444545454545454
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,3.0,100.0,0.05,6.6000000000000005,29334.0,660.0,-28674.0,-0.9775005113520148,2.222272727272727
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,3.0,100.0,0.1,13.200000000000001,29334.0,1320.0,-28014.0,-0.9550010227040294,2.222272727272727
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,3.0,100.0,0.2,26.400000000000002,29334.0,2640.0,-26694.0,-0.910002045408059,2.222272727272727
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,3.0,200.0,0.05,6.6000000000000005,29334.0,1320.0,-28014.0,-0.9550010227040294,1.1111363636363636
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,3.0,200.0,0.1,13.200000000000001,29334.0,2640.0,-26694.0,-0.910002045408059,1.1111363636363636
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,3.0,200.0,0.2,26.400000000000002,29334.0,5280.0,-24054.0,-0.8200040908161178,1.1111363636363636
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,5.0,50.0,0.05,6.6000000000000005,48890.0,330.0,-48560.0,-0.9932501534056044,7.407575757575757
top_20pct,9778,132,0.013499693188791163,0.5238095238095238,2.6189404786254857,5.0,50.0,0.1,13.200000000000001,48890.0,660.0,-48230.0,-0.9865003068112088,7.407575757575757
