feature_original,abs_importance,max_abs_importance,n_transformed_features,rank
encuestas_nps_media,0.031501808111209714,0.031501808111209714,1,197
red_latencia_ms_was_missing,0.03007107888421757,0.03007107888421757,1,198
encuestas_puntuacion_media_lag_3m,0.029872827508865753,0.020143635484569523,2,199
encuestas_puntuacion_media_lag_2m,0.02957522129411647,0.027719921927225746,2,200
red_incidencia_masiva_roll_3m,0.029184578457749712,0.029184578457749712,1,201
soporte_satisfaccion_missing_rate_roll_3m,0.02901160684664634,0.016925801173881688,2,202
red_latencia_ms_roll_3m,0.027948514751218626,0.027948514751218626,1,203
red_incidencia_masiva,0.027934783162447213,0.027934783162447213,1,204
soporte_contactos_lag_1m,0.02690669277503522,0.02690669277503522,1,205
soporte_satisfaccion_missing_rate,0.025518853784662544,0.013433048111897897,2,206
soporte_incidencia_masiva_lag_2m,0.024797975680684113,0.024797975680684113,1,207
encuestas_stress_medio_lag_2m,0.024434698289889846,0.022579398922999122,2,208
soporte_incidencia_masiva_lag_1m,0.023304564446748735,0.023304564446748735,1,209
encuestas_texto_missing_rate_lag_3m,0.02246455352199482,0.012735361497698591,2,210
encuestas_puntuacion_media,0.022217315877700112,0.020330743695264306,2,211
soporte_no_resueltos_lag_1m,0.02160222129608684,0.02160222129608684,1,212
red_latencia_ms_lag_1m,0.021132852647462723,0.011012188481205562,2,213
soporte_motivo_missing_rate_lag_1m,0.020656600079170275,0.01461714943666172,2,214
fact_variacion_consumo_pct,0.020137416756236207,0.020137416756236207,1,215
soporte_incidencia_masiva,0.019247095823319196,0.019247095823319196,1,216
encuestas_sentimiento_medio_lag_2m,0.01907673843754893,0.017221439070658207,2,217
encuestas_stress_medio_lag_3m,0.01696279886989342,0.009729192024296231,2,218
ingreso_estimado_was_missing,0.0164601026817308,0.0164601026817308,1,219
soporte_satisfaccion_missing_rate_lag_1m,0.016424867957887695,0.01461714943666172,2,220
soporte_motivo_missing_rate_lag_3m,0.016120464507060842,0.011008819581699436,2,221
encuestas_n_roll_3m,0.015548604204673383,0.015548604204673383,1,222
antiguedad_meses_was_invalid,0.014738610216021934,0.014738610216021934,1,223
soporte_stress_calidad_media_lag_3m,0.014690944150387783,0.009579299225026379,2,224
soporte_resuelto_rate_lag_3m,0.014192871410090069,0.009081226484728665,2,225
encuestas_texto_missing_rate_lag_1m,0.014120942599236063,0.013855189382695542,2,226
soporte_impago_mes_lag_3m,0.014013300592520752,0.014013300592520752,1,227
soporte_satisfaccion_missing_rate_lag_3m,0.012836468484306151,0.007724823558944747,2,228
soporte_incidencia_masiva_roll_3m,0.011959260063906855,0.011959260063906855,1,229
edad,0.011661487284723092,0.011661487284723092,1,230
encuestas_texto_missing_rate_roll_3m,0.010815817190156413,0.008929245007720608,2,231
red_indice_calidad_global,0.009685547989663462,0.009685547989663462,1,232
edad_was_missing,0.007646603788826151,0.007646603788826151,1,233
fact_variacion_consumo_pct_roll_3m,0.00725523482115545,0.00725523482115545,1,234
antiguedad_meses_was_missing,0.00646090392268448,0.00646090392268448,1,235
soporte_contactos_lag_3m,0.004917044500162821,0.004917044500162821,1,236
encuestas_texto_missing_rate,0.0047372339951613955,0.002850661812725589,2,237
sexo_was_missing,0.004673760871153367,0.004673760871153367,1,238
encuestas_n,0.0031700946358358796,0.0031700946358358796,1,239
encuestas_texto_missing_rate_lag_2m,0.003080744346876459,0.0018552993668907235,2,240
red_latencia_ms,0.0021212217663547916,0.0021212217663547916,1,241
tipo_dispositivo_was_missing,0.0,0.0,1,242
tipo_plan_was_missing,0.0,0.0,1,243
