feature_transformed,importance,abs_importance,importance_type,feature_original,rank
num__red_cobertura_4g_pct_lag_3m,-0.2025308700220723,0.2025308700220723,coefficient,red_cobertura_4g_pct_lag_3m,20
cat__soporte_motivo_principal_Cambio de plan,-0.1896257755996113,0.1896257755996113,coefficient,soporte_motivo_principal,21
cat__fact_tipo_plan_Prepago,0.17230429455947113,0.17230429455947113,coefficient,fact_tipo_plan,22
num__fact_descuento_aplicado_lag_2m,0.16487233273211271,0.16487233273211271,coefficient,fact_descuento_aplicado_lag_2m,23
cat__soporte_motivo_principal_Cobertura / velocidad,0.16417136006903005,0.16417136006903005,coefficient,soporte_motivo_principal,24
num__red_cobertura_5g_pct_lag_3m,0.14329727759963864,0.14329727759963864,coefficient,red_cobertura_5g_pct_lag_3m,25
cat__soporte_motivo_principal_Consulta general,-0.1343880729610794,0.1343880729610794,coefficient,soporte_motivo_principal,26
cat__soporte_motivo_principal_Facturación,0.12438251351763192,0.12438251351763192,coefficient,soporte_motivo_principal,27
num__red_indice_calidad_global_roll_3m,-0.12259200510886911,0.12259200510886911,coefficient,red_indice_calidad_global_roll_3m,28
num__soporte_impago_mes_roll_3m,-0.12124576302578886,0.12124576302578886,coefficient,soporte_impago_mes_roll_3m,29
num__red_cobertura_4g_pct_roll_3m,0.11056839660397293,0.11056839660397293,coefficient,red_cobertura_4g_pct_roll_3m,30
num__soporte_satisfaccion_min,-0.10403600696362948,0.10403600696362948,coefficient,soporte_satisfaccion_min,31
cat__soporte_canal_principal_carrier-pigeon,-0.09653713010098677,0.09653713010098677,coefficient,soporte_canal_principal,32
num__soporte_satisfaccion_media_roll_3m,-0.09510396759953346,0.09510396759953346,coefficient,soporte_satisfaccion_media_roll_3m,33
num__red_tasa_cortes_pct_lag_3m,-0.09495313125924132,0.09495313125924132,coefficient,red_tasa_cortes_pct_lag_3m,34
cat__soporte_motivo_principal_Desconocido,-0.07681685670964027,0.07681685670964027,coefficient,soporte_motivo_principal,35
num__soporte_satisfaccion_min_roll_3m,0.07588758382629729,0.07588758382629729,coefficient,soporte_satisfaccion_min_roll_3m,36
num__fact_num_lineas,0.07040310053243694,0.07040310053243694,coefficient,fact_num_lineas,37
num__soporte_dias_retraso_media_roll_3m,0.07010797831897485,0.07010797831897485,coefficient,soporte_dias_retraso_media_roll_3m,38
num__soporte_satisfaccion_media,0.06889075734985717,0.06889075734985717,coefficient,soporte_satisfaccion_media,39
num__red_cobertura_5g_pct_roll_3m,0.0681786330390696,0.0681786330390696,coefficient,red_cobertura_5g_pct_roll_3m,40
num__soporte_duracion_media_roll_3m,-0.06110224574237241,0.06110224574237241,coefficient,soporte_duracion_media_roll_3m,41
num__soporte_duracion_max_roll_3m,0.06064793899777445,0.06064793899777445,coefficient,soporte_duracion_max_roll_3m,42
num__missingindicator_red_cobertura_5g_pct_lag_3m,-0.054733918988130445,0.054733918988130445,coefficient,red_cobertura_5g_pct_lag_3m,43
num__missingindicator_red_tasa_cortes_pct_lag_3m,-0.054733918988130445,0.054733918988130445,coefficient,red_tasa_cortes_pct_lag_3m,44
num__missingindicator_red_cobertura_4g_pct_lag_3m,-0.054733918988130445,0.054733918988130445,coefficient,red_cobertura_4g_pct_lag_3m,45
num__missingindicator_red_incidencia_masiva_lag_3m,-0.054733918988130445,0.054733918988130445,coefficient,red_incidencia_masiva_lag_3m,46
cat__soporte_motivo_principal_Impago / pago,0.0536725781212293,0.0536725781212293,coefficient,soporte_motivo_principal,47
num__fact_cargo_base_lag_1m,0.05234806143862075,0.05234806143862075,coefficient,fact_cargo_base_lag_1m,48
num__fact_importe_total_roll_3m,0.03699312216072727,0.03699312216072727,coefficient,fact_importe_total_roll_3m,49
cat__soporte_motivo_principal_Calidad de señal,-0.03282711609477478,0.03282711609477478,coefficient,soporte_motivo_principal,50
num__red_cobertura_4g_pct_lag_1m,0.03207740847663282,0.03207740847663282,coefficient,red_cobertura_4g_pct_lag_1m,51
cat__soporte_canal_principal_tienda,-0.026630220009199637,0.026630220009199637,coefficient,soporte_canal_principal,52
num__missingindicator_fact_impago_flag_lag_2m,0.025653386813551934,0.025653386813551934,coefficient,fact_impago_flag_lag_2m,53
num__missingindicator_fact_descuento_aplicado_lag_2m,0.025653386813551934,0.025653386813551934,coefficient,fact_descuento_aplicado_lag_2m,54
num__missingindicator_fact_stress_calidad_lag_lag_2m,0.025653386813551934,0.025653386813551934,coefficient,fact_stress_calidad_lag_lag_2m,55
num__missingindicator_red_incidencia_masiva_lag_2m,0.025653386813551934,0.025653386813551934,coefficient,red_incidencia_masiva_lag_2m,56
num__missingindicator_red_cobertura_5g_pct_lag_2m,0.025653386813551934,0.025653386813551934,coefficient,red_cobertura_5g_pct_lag_2m,57
num__missingindicator_fact_dias_retraso_pago_lag_2m,0.025653386813551934,0.025653386813551934,coefficient,fact_dias_retraso_pago_lag_2m,58
cat__soporte_canal_principal_app_chat,0.015040134431367227,0.015040134431367227,coefficient,soporte_canal_principal,59
cat__soporte_motivo_principal_Baja / portabilidad,0.013957630171639151,0.013957630171639151,coefficient,soporte_motivo_principal,60
num__red_tasa_cortes_pct_roll_3m,0.013315286518111102,0.013315286518111102,coefficient,red_tasa_cortes_pct_roll_3m,61
cat__soporte_canal_principal_email,-0.011499550261947135,0.011499550261947135,coefficient,soporte_canal_principal,62
cat__fact_tipo_plan_Contrato,-0.010934379381128956,0.010934379381128956,coefficient,fact_tipo_plan,63
num__red_incidencia_masiva_lag_2m,0.01088966660111638,0.01088966660111638,coefficient,red_incidencia_masiva_lag_2m,64
num__missingindicator_soporte_duracion_media_roll_3m,-0.01021995400223867,0.01021995400223867,coefficient,soporte_duracion_media_roll_3m,65
num__missingindicator_soporte_satisfaccion_min_roll_3m,-0.01021995400223867,0.01021995400223867,coefficient,soporte_satisfaccion_min_roll_3m,66
num__missingindicator_soporte_satisfaccion_media_roll_3m,-0.01021995400223867,0.01021995400223867,coefficient,soporte_satisfaccion_media_roll_3m,67
num__missingindicator_soporte_satisfaccion_min,-0.01021995400223867,0.01021995400223867,coefficient,soporte_satisfaccion_min,68
num__missingindicator_soporte_dias_retraso_media_roll_3m,-0.01021995400223867,0.01021995400223867,coefficient,soporte_dias_retraso_media_roll_3m,69
num__missingindicator_soporte_duracion_max_roll_3m,-0.01021995400223867,0.01021995400223867,coefficient,soporte_duracion_max_roll_3m,70
num__missingindicator_soporte_satisfaccion_media,-0.01021995400223867,0.01021995400223867,coefficient,soporte_satisfaccion_media,71
cat__soporte_canal_principal_telefono,0.009811110961247654,0.009811110961247654,coefficient,soporte_canal_principal,72
num__red_incidencia_masiva_lag_3m,0.005573814219592314,0.005573814219592314,coefficient,red_incidencia_masiva_lag_3m,73
