feature_original,abs_importance,max_abs_importance,n_transformed_features,rank
red_indice_calidad_global_roll_3m,0.31896844943518504,0.31896844943518504,1,37
red_incidencia_masiva_lag_3m,0.3095145721278625,0.26201516756786686,2,38
red_incidencia_masiva_lag_2m,0.3064695438012671,0.24834215694680503,2,39
red_tasa_cortes_pct_roll_3m,0.3031430054422668,0.3031430054422668,1,40
soporte_duracion_max_roll_3m,0.29481023025891834,0.283706496219903,2,41
fact_cargo_base_lag_3m,0.2895691383873993,0.24206973382740363,2,42
fact_num_lineas_roll_3m,0.2893853658715924,0.2893853658715924,1,43
fact_num_lineas,0.2893853658715924,0.2893853658715924,1,44
fact_stress_calidad_lag,0.28714000538985734,0.28714000538985734,1,45
soporte_duracion_media_roll_3m,0.286901965540352,0.2757982315013367,2,46
red_indice_calidad_global_lag_1m,0.2848327376437744,0.2781182369784982,2,47
soporte_satisfaccion_media,0.2805384349710221,0.2694347009320068,2,48
red_tasa_cortes_pct_lag_3m,0.2702857283639091,0.22278632380391342,2,49
fact_impago_flag_lag_2m,0.25704761477915755,0.19892022792469546,2,50
soporte_satisfaccion_min_lag_2m,0.2523568186498095,0.2313258419752212,2,51
soporte_impago_mes,0.24709868206506783,0.24709868206506783,1,52
soporte_duracion_max,0.2463538550065443,0.23525012096752898,2,53
fact_consumo_extra_roll_3m,0.24494237695784937,0.24494237695784937,1,54
soporte_duracion_media,0.24405746208096052,0.2329537280419452,2,55
soporte_resuelto_rate_roll_3m,0.2330758140509577,0.22197208001194238,2,56
fact_incidencia_masiva_lag_lag_2m,0.2262783549087941,0.16815096805433205,2,57
soporte_contactos_roll_3m,0.22257646348057636,0.22257646348057636,1,58
soporte_satisfaccion_media_lag_2m,0.21928039862282944,0.19824942194824116,2,59
fact_incidencia_masiva_lag_lag_1m,0.2099069001750278,0.20319239950975154,2,60
fact_consumo_extra_lag_2m,0.19748122237017643,0.13935383551571437,2,61
fact_descuento_aplicado_lag_1m,0.1914113721251474,0.18469687145987113,2,62
soporte_duracion_max_lag_2m,0.1892427530122658,0.16821177633767753,2,63
soporte_dias_retraso_media,0.1840431863747954,0.17293945233578006,2,64
soporte_dias_retraso_media_lag_1m,0.1821602903813955,0.1722391007149525,2,65
soporte_stress_calidad_media_roll_3m,0.17988892505731732,0.168785191018302,2,66
red_cobertura_4g_pct_was_missing_roll_3m,0.17365767378686453,0.17365767378686453,1,67
red_velocidad_media_mbps_roll_3m,0.1714744425879456,0.1714744425879456,1,68
red_cobertura_5g_pct,0.16642475816873434,0.16642475816873434,1,69
red_cobertura_4g_pct,0.16532014335283124,0.16532014335283124,1,70
soporte_motivo_missing_rate_roll_3m,0.16312285034642798,0.15201911630741266,2,71
fact_tipo_plan_was_missing_roll_3m,0.15352975336786512,0.15352975336786512,1,72
fact_descuento_aplicado_lag_3m,0.15334261192722554,0.1058432073672299,2,73
red_velocidad_media_mbps_lag_1m,0.15217008593300504,0.14545558526772878,2,74
fact_consumo_extra,0.14806638483874385,0.14806638483874385,1,75
red_poblacion_zona,0.14695122991378787,0.14695122991378787,1,76
red_poblacion_zona_roll_3m,0.14695122991378787,0.14695122991378787,1,77
soporte_impago_mes_lag_2m,0.14616549738437531,0.14616549738437531,1,78
soporte_impago_mes_lag_1m,0.14600886885780276,0.14600886885780276,1,79
soporte_duracion_media_lag_2m,0.14578040717320603,0.12474943049861774,2,80
red_latencia_ms_lag_2m,0.14540336402282264,0.08727597716836058,2,81
soporte_resuelto_rate_lag_2m,0.14531714436057092,0.12428616768598263,2,82
soporte_dias_retraso_media_lag_2m,0.1431848296739518,0.1221538529993635,2,83
red_cobertura_4g_pct_was_missing_lag_2m,0.1423732174042338,0.08424583054977174,2,84
fact_incidencia_masiva_lag_roll_3m,0.13976794775584211,0.13976794775584211,1,85
fact_impago_flag_lag_1m,0.1334004617219798,0.12668596105670354,2,86
fact_incidencia_masiva_lag,0.12905580359285312,0.12905580359285312,1,87
red_cobertura_5g_pct_was_missing_lag_1m,0.12861562967624454,0.12190112901096828,2,88
red_cobertura_5g_pct_lag_1m,0.12769226301246422,0.12097776234718796,2,89
soporte_satisfaccion_min_lag_1m,0.12456962874050506,0.11464843907406204,2,90
fact_tipo_plan_was_missing_lag_2m,0.12413218784667648,0.06600480099221442,2,91
fact_tipo_plan_was_missing_lag_3m,0.12108042482189174,0.07358102026189611,2,92
soporte_stress_calidad_media,0.11953322651827836,0.10842949247926303,2,93
fact_tipo_plan_was_missing_lag_1m,0.11851892846809625,0.11180442780281999,2,94
red_incidencia_masiva_lag_1m,0.11640517812455663,0.10969067745928036,2,95
red_cobertura_5g_pct_was_missing_roll_3m,0.11414546772323049,0.11414546772323049,1,96
red_cobertura_4g_pct_was_missing,0.11227632025826827,0.11227632025826827,1,97
red_cobertura_4g_pct_lag_2m,0.11220308732596784,0.05812738685446207,2,98
fact_importe_total_was_missing_roll_3m,0.1120558299183889,0.1120558299183889,1,99
soporte_contactos_lag_2m,0.11095229445418157,0.11095229445418157,1,100
red_cobertura_5g_pct_was_missing_lag_3m,0.11014247328121193,0.0626430687212163,2,101
red_cobertura_5g_pct_was_missing_lag_2m,0.10840592864853985,0.05812738685446207,2,102
fact_consumo_extra_lag_3m,0.10784678100964731,0.06034737644965168,2,103
fact_importe_total_was_missing_lag_2m,0.10735673183006664,0.05812738685446207,2,104
soporte_no_resueltos_roll_3m,0.1069860146097298,0.1069860146097298,1,105
red_velocidad_media_mbps_lag_2m,0.10549103945502505,0.05812738685446207,2,106
soporte_duracion_media_lag_1m,0.10126784052709957,0.09134665086065655,2,107
soporte_resuelto_rate_lag_1m,0.10062328181921507,0.09070209215277204,2,108
fact_cargo_base,0.10056220176717003,0.10056220176717003,1,109
fact_cargo_base_roll_3m,0.10056220176717003,0.10056220176717003,1,110
soporte_resuelto_rate,0.10051326634082619,0.08940953230181087,2,111
soporte_motivo_missing_rate_lag_2m,0.0997536655937677,0.07872268891917943,2,112
fact_tipo_plan_was_missing,0.09975025441814171,0.09975025441814171,1,113
fact_dias_retraso_pago_lag_3m,0.09870946444819875,0.05121005988820312,2,114
fact_num_lineas_lag_2m,0.09846022525855994,0.05812738685446207,2,115
soporte_motivo_missing_rate,0.09750597607183795,0.08640224203282262,2,116
red_indice_calidad_global,0.09670168704406162,0.09670168704406162,1,117
red_cobertura_4g_pct_was_missing_lag_1m,0.09656988498877628,0.08985538432350001,2,118
soporte_satisfaccion_media_lag_1m,0.0960150716502095,0.08609388198376648,2,119
fact_impago_flag_lag_3m,0.0940681888675477,0.047499404559995635,2,120
soporte_no_resueltos_lag_2m,0.09201653119183227,0.09201653119183227,1,121
red_tasa_cortes_pct_lag_1m,0.09161703196467876,0.08490253129940249,2,122
fact_consumo_extra_lag_1m,0.08890379791356542,0.08218929724828916,2,123
red_tasa_cortes_pct,0.08866007975585374,0.08866007975585374,1,124
soporte_contactos,0.08835308623923761,0.08835308623923761,1,125
red_cobertura_5g_pct_was_missing,0.0852185541449771,0.0852185541449771,1,126
red_poblacion_zona_lag_1m,0.08471144909514505,0.07799694842986879,2,127
soporte_duracion_max_lag_1m,0.08463437262284396,0.07471318295640093,2,128
fact_importe_total_was_missing_lag_1m,0.08462116504885694,0.07790666438358068,2,129
fact_stress_calidad_lag_lag_3m,0.0814013979055109,0.047499404559995635,2,130
soporte_dias_retraso_media_lag_3m,0.07277767919294365,0.07024458679746837,2,131
soporte_stress_calidad_media_lag_1m,0.07177980666628046,0.06185861699983744,2,132
red_incidencia_masiva,0.07026819295833238,0.07026819295833238,1,133
fact_importe_total_was_missing,0.06960639449002372,0.06960639449002372,1,134
red_latencia_ms_was_missing_lag_3m,0.06822142922146522,0.047499404559995635,2,135
red_tasa_cortes_pct_lag_2m,0.06780872208569684,0.05812738685446207,2,136
soporte_satisfaccion_missing_rate_lag_2m,0.06773442089524336,0.04670344422065507,2,137
soporte_duracion_media_lag_3m,0.06695677532242053,0.06442368292694525,2,138
fact_variacion_consumo_pct_lag_1m,0.06661298186602817,0.05989848120075191,2,139
red_latencia_ms_was_missing_lag_2m,0.06600977755906955,0.05812738685446207,2,140
red_latencia_ms_lag_3m,0.06454602418558733,0.047499404559995635,2,141
fact_variacion_consumo_pct_lag_2m,0.06173478014233563,0.05812738685446207,2,142
red_cobertura_4g_pct_was_missing_lag_3m,0.06028663481600052,0.047499404559995635,2,143
fact_variacion_consumo_pct_lag_3m,0.05737726175894825,0.047499404559995635,2,144
fact_num_lineas_lag_3m,0.05631138753812717,0.047499404559995635,2,145
soporte_satisfaccion_min_lag_3m,0.05614692918954737,0.05361383679407209,2,146
fact_importe_total_was_missing_lag_3m,0.05591952840376192,0.047499404559995635,2,147
fact_impago_flag,0.054551139811076975,0.054551139811076975,1,148
fact_incidencia_masiva_lag_lag_3m,0.05227534031452233,0.047499404559995635,2,149
red_velocidad_media_mbps,0.051783301184980327,0.051783301184980327,1,150
red_latencia_ms_was_missing_roll_3m,0.04900318752459054,0.04900318752459054,1,151
red_velocidad_media_mbps_lag_3m,0.04789999860060115,0.047499404559995635,2,152
soporte_satisfaccion_media_lag_3m,0.04305895165602566,0.040525859260550384,2,153
red_latencia_ms_was_missing,0.04279269078889906,0.04279269078889906,1,154
soporte_stress_calidad_media_lag_2m,0.04256988156865829,0.021538904894070003,2,155
red_latencia_ms_was_missing_lag_1m,0.040444598086835266,0.03373009742155901,2,156
soporte_duracion_max_lag_3m,0.039903603470979494,0.037370511075504216,2,157
red_incidencia_masiva_roll_3m,0.038987686477489215,0.038987686477489215,1,158
fact_variacion_consumo_pct,0.03883167591413608,0.03883167591413608,1,159
soporte_contactos_lag_1m,0.036119109578975656,0.036119109578975656,1,160
soporte_incidencia_masiva_lag_3m,0.03588213491797206,0.03588213491797206,1,161
soporte_satisfaccion_missing_rate_roll_3m,0.03542477356390514,0.024321039524889808,2,162
fact_descuento_aplicado,0.03316618359008596,0.03316618359008596,1,163
fact_variacion_consumo_pct_roll_3m,0.03226912252545123,0.03226912252545123,1,164
soporte_no_resueltos_lag_3m,0.02646704089032209,0.02646704089032209,1,165
soporte_satisfaccion_missing_rate,0.025741568243787046,0.01463783420477172,2,166
soporte_motivo_missing_rate_lag_1m,0.023262242479981675,0.013341052813538657,2,167
soporte_impago_mes_lag_3m,0.022776636562549163,0.022776636562549163,1,168
soporte_incidencia_masiva,0.02266845810613614,0.02266845810613614,1,169
red_latencia_ms_roll_3m,0.021080400160500425,0.021080400160500425,1,170
soporte_incidencia_masiva_lag_1m,0.020176097925574756,0.020176097925574756,1,171
soporte_satisfaccion_missing_rate_lag_1m,0.015361396760047167,0.00992118966644302,2,172
soporte_incidencia_masiva_lag_2m,0.014044911764496586,0.014044911764496586,1,173
soporte_no_resueltos_lag_1m,0.012705968241072422,0.012705968241072422,1,174
soporte_motivo_missing_rate_lag_3m,0.010201859907726277,0.007668767512250996,2,175
soporte_incidencia_masiva_roll_3m,0.009600938348251369,0.009600938348251369,1,176
soporte_resuelto_rate_lag_3m,0.007908779665805086,0.005375687270329805,2,177
red_latencia_ms_lag_1m,0.007870640612394699,0.0067145006652762585,2,178
soporte_contactos_lag_3m,0.007502757047769417,0.007502757047769417,1,179
soporte_satisfaccion_missing_rate_lag_3m,0.006985416876148163,0.004452324480672882,2,180
red_latencia_ms,0.006337636858798476,0.006337636858798476,1,181
soporte_no_resueltos,0.005595097502853365,0.005595097502853365,1,182
soporte_stress_calidad_media_lag_3m,0.00349928148108001,0.002533092395475281,2,183
