,fact_stress_calidad_lag_lag_2m,fact_stress_calidad_lag_roll_3m,fact_dias_retraso_pago_roll_3m,red_cobertura_5g_pct_lag_2m,fact_stress_calidad_lag_lag_1m,fact_importe_total_roll_3m,fact_impago_flag_roll_3m,red_cobertura_5g_pct_roll_3m,fact_dias_retraso_pago_lag_2m,red_cobertura_5g_pct_lag_3m,soporte_satisfaccion_min_roll_3m,fact_descuento_aplicado_roll_3m,soporte_satisfaccion_media_roll_3m,fact_dias_retraso_pago_lag_1m,soporte_impago_mes_roll_3m,fact_dias_retraso_pago,red_cobertura_4g_pct_roll_3m,fact_cargo_base_lag_1m,red_cobertura_4g_pct_lag_1m,soporte_satisfaccion_min,red_cobertura_4g_pct_lag_3m,fact_descuento_aplicado_lag_2m,soporte_dias_retraso_media_roll_3m,red_indice_calidad_global_roll_3m,red_incidencia_masiva_lag_3m,red_incidencia_masiva_lag_2m,red_tasa_cortes_pct_roll_3m,soporte_duracion_max_roll_3m,fact_num_lineas,fact_stress_calidad_lag,soporte_duracion_media_roll_3m,soporte_satisfaccion_media,red_tasa_cortes_pct_lag_3m,fact_impago_flag_lag_2m
soporte_satisfaccion_min_roll_3m,-0.2146450241826985,-0.24664974944822243,-0.05067364445241265,0.23563363784142094,-0.2106234077635909,0.09525443353028094,-0.09333241407597206,0.21657160670810222,-0.028276840280529673,0.24155452567830854,1.0,0.03797851028152443,0.8792780983243044,-0.02689847724344425,-0.10662672724975086,-0.036580277084336095,0.219991871906395,0.09615813215637473,0.22355025785666033,0.6299575897505064,0.2378276187260116,0.04111476823033669,-0.12382498696979463,0.24351996249356525,-0.011948286812515382,-0.012364922066823889,-0.21908899464201637,-0.15769029521098069,0.07879469096446631,-0.2605896713901757,-0.0007490730555316699,0.5482114344250617,-0.2256296872144133,-0.05134218272517949
fact_descuento_aplicado_roll_3m,-0.11313698911773587,-0.11148587121334776,-0.007503932761461523,0.103680820042981,-0.11331975233019743,0.23145553749866674,-0.01172991075535535,0.10188489215598617,-0.004474671069623958,0.10453491169990013,0.03797851028152443,1.0,0.022078771496337888,-0.004127832914763874,-0.014230167150551254,-0.004434019405284946,0.1323682612391753,0.37751567303114353,0.13245296770049045,0.02556966529940788,0.13270472515513085,0.9764251907291349,-0.003001253732970103,0.127505106287199,0.0008366697683851089,0.0012163055789934352,-0.11408017390358695,-0.016069456099905437,0.2434629182142734,-0.11368600602216078,0.002609816018949993,0.01557472157107102,-0.11132138458668589,-0.006652674178106681
soporte_satisfaccion_media_roll_3m,-0.14831917928869787,-0.1736475494310463,0.0048496411714404105,0.16566713430703012,-0.14627559297205064,0.0541964088927649,0.023062091524895526,0.1507731847424453,-0.0010383755531274675,0.1702026584476529,0.8792780983243044,0.022078771496337888,1.0,0.0017813512449771664,0.030522620780816072,0.004117447928453674,0.14883714922331723,0.054723004162131966,0.1509018633131806,0.5546698587588519,0.16127928532697539,0.024821690224716482,0.01551024702355936,0.16723167615183798,-0.00956542370929835,-0.008323636302588517,-0.14937008778838776,-0.01586503028002553,0.05504398567064606,-0.18274354099019105,-0.0003380249464172534,0.6236800885760397,-0.15518939211599653,0.0062413320755542664
fact_dias_retraso_pago_lag_1m,0.020109503914728058,0.02627254252749219,0.5761119761182404,-0.02457030484472345,0.027844463542069854,-0.010212174072832638,0.25241963185706434,-0.021802813108984857,0.000560273966555426,-0.023347558382402794,-0.02689847724344425,-0.004127832914763874,0.0017813512449771664,1.0,0.12548165704833975,0.0007015617681029267,-0.022314546738350358,-0.010070875673855489,-0.022382361594400324,-0.002846357427233259,-0.023334260508939924,-0.003985589525212231,0.19184301378217236,-0.024539468331072657,0.00020855611249586092,0.006545270943311607,0.023602243600027273,0.03068200370625303,-0.0037709698378511555,0.02391452066141667,0.0007721967162302305,-0.000697968484237896,0.021735439809600667,0.0001894660255087812
soporte_impago_mes_roll_3m,0.034832643869528085,0.04357720105371025,0.3043015981343879,-0.05043220180077033,0.03220874094763264,-0.026204376766327024,0.6856462365642388,-0.0470814936415018,0.11958370468530555,-0.048950829951895015,-0.10662672724975086,-0.014230167150551254,0.030522620780816072,0.12548165704833975,1.0,0.27462925785014475,-0.03523180429461507,-0.027495719684778066,-0.036962731812847836,-0.07051238288387904,-0.03845111009147761,-0.01387969868924341,0.9115231488958769,-0.04688267754176536,-0.0010391432764552742,0.00040124474754278536,0.036025643711244996,0.1446876794426088,-0.009115447126497296,0.0541993983805899,-0.002327683172752658,0.017440765272825877,0.035231490646021164,0.2667655116674424
fact_dias_retraso_pago,0.022964254163810666,0.026633822185476632,0.5993329502116271,-0.024149287609026047,0.02142628370623746,-0.010972041988316616,0.25972174230850203,-0.02248940124144203,0.0014252577566130139,-0.02510458174608707,-0.036580277084336095,-0.004434019405284946,0.004117447928453674,0.0007015617681029267,0.27462925785014475,1.0,-0.023488967332537018,-0.010805022630116031,-0.023983041971166578,-0.06222285425788061,-0.025140993686300704,-0.0037129941433691996,0.289923885505487,-0.02546551922259631,-0.00031375907396775227,0.0003504292133827645,0.024187861798279375,0.042447798465296976,-0.004561285596407329,0.0288848297389168,-0.0008715093423339257,0.0029224521801765914,0.022810220225084884,0.0010993601417191923
red_cobertura_4g_pct_roll_3m,-0.7449474220228358,-0.7391533262283038,-0.03709910100636,0.6134392565278621,-0.7463976272035376,0.3701184225891339,-0.025273831386001634,0.5975356833777502,-0.02156254076601804,0.6201996291373936,0.219991871906395,0.1323682612391753,0.14883714922331723,-0.022314546738350358,-0.03523180429461507,-0.023488967332537018,1.0,0.3614830297936869,0.9992843026207837,0.14433774254205742,0.9964526075185843,0.12957974802828184,-0.0027734675245410624,0.8511614139955442,-0.030124473418993825,-0.04215815919567371,-0.8719124676475536,-0.09024883914341439,0.32426700943015674,-0.7477158786126058,-0.006165931921890483,0.09694584009825719,-0.84120809642655,-0.013574062507858238
fact_cargo_base_lag_1m,-0.3064165862284545,-0.34323596783200677,-0.017582010399341916,0.27523385829571634,-0.30706916200487383,0.985496266622517,-0.022446627316982003,0.2749916184577402,-0.009993287406207287,0.2778663774828012,0.09615813215637473,0.37751567303114353,0.054723004162131966,-0.010070875673855489,-0.027495719684778066,-0.010805022630116031,0.3614830297936869,1.0,0.3609892863101862,0.06448156354851897,0.3613210610078041,0.36873375593280977,0.0011368308278082823,0.34420454162058034,0.006936364833976649,0.007028160445079127,-0.30212570611949957,-0.04589248494784906,0.707500331657198,-0.34778681567801817,-0.0007890432677184898,0.03778421683840418,-0.2945680519086281,-0.012024202929975228
red_cobertura_4g_pct_lag_1m,-0.7440229939363336,-0.8326420045083424,-0.03844037888301677,0.6125125833496216,-0.7457213388323161,0.3697469187388635,-0.026550407395707607,0.6095556904021583,-0.021468112375624862,0.6194181331752878,0.22355025785666033,0.13245296770049045,0.1509018633131806,-0.022382361594400324,-0.036962731812847836,-0.023983041971166578,0.9992843026207837,0.3609892863101862,1.0,0.1457715552367885,0.9950972851490953,0.12943586015957118,-0.0038252414721955917,0.8558207416240917,-0.029625728860307034,-0.03987806451884244,-0.8713063092768748,-0.09163305754303755,0.3238095840446642,-0.8409648902218184,-0.005744840293103044,0.0977308333202994,-0.8396601035098493,-0.01357429369433397
soporte_satisfaccion_min,-0.13114257333316764,-0.15958589380224314,-0.04363827142510697,0.15406968876564128,-0.13341037847933737,0.06426671384432854,-0.08327898151223649,0.14926135992319503,-0.004273289609579296,0.15376387611880896,0.6299575897505064,0.02556966529940788,0.5546698587588519,-0.002846357427233259,-0.07051238288387904,-0.06222285425788061,0.14433774254205742,0.06448156354851897,0.1457715552367885,1.0,0.1473135047858671,0.026642727582916297,-0.08022068630689742,0.16442672587123122,-0.004202188800189241,-0.007121608425242752,-0.14535443793606534,-0.09998204865339766,0.05177805039910667,-0.17628834046420072,-0.0014130585078217825,0.879158929898471,-0.13777368021656314,-0.000338699745540691
red_cobertura_4g_pct_lag_3m,-0.8509484198473714,-0.8547638356519425,-0.040676675550587314,0.6237401215329046,-0.8490164761892952,0.37144758221768376,-0.027954252901723046,0.6363600201513353,-0.022026092258252025,0.6160437734604703,0.2378276187260116,0.13270472515513085,0.16127928532697539,-0.023334260508939924,-0.03845111009147761,-0.025140993686300704,0.9964526075185843,0.3613210610078041,0.9950972851490953,0.1473135047858671,1.0,0.12955758665613368,-0.004033540590130666,0.8631466246897096,-0.057588336092459766,-0.010131488678484776,-0.8569312167341097,-0.09700399553527354,0.3248289768930356,-0.8475667930574731,-0.006312605874503143,0.0991273819961288,-0.8542688778570412,-0.013792642730970662
fact_descuento_aplicado_lag_2m,-0.11008850867183209,-0.1268305544964276,-0.007204556948161547,0.1009666748146017,-0.12629675941666654,0.22641331288388192,-0.011624582022693794,0.1031236986824402,-0.004787588672755467,0.10183813627636903,0.04111476823033669,0.9764251907291349,0.024821690224716482,-0.003985589525212231,-0.01387969868924341,-0.0037129941433691996,0.12957974802828184,0.36873375593280977,0.12943586015957118,0.026642727582916297,0.12955758665613368,1.0,-0.002230826480976016,0.1258743025299529,0.0004881366925880939,0.0015428787975823785,-0.11096785326275786,-0.017990665695671895,0.23815704633657764,-0.12676885503492388,0.0012156527649985313,0.01677155485590889,-0.10872251954686954,-0.006288824585255754
soporte_dias_retraso_media_roll_3m,-0.00596454452466391,-0.0191944635639199,0.39004448705761413,0.0045332241317799565,-0.00700031626733632,0.0026127563667243487,0.7578283111069472,-0.0034587922283343987,0.18646072612926473,0.0069752797986013864,-0.12382498696979463,-0.003001253732970103,0.01551024702355936,0.19184301378217236,0.9115231488958769,0.289923885505487,-0.0027734675245410624,0.0011368308278082823,-0.0038252414721955917,-0.08022068630689742,-0.004033540590130666,-0.002230826480976016,1.0,-0.0035548952775794882,0.0001215411471061297,-0.00035153998478133677,-0.0004943680343283228,0.14869838815656936,0.00709831536414164,-0.013242443463692476,-0.0007239193395911391,0.008714022419371652,0.0016311170625933227,0.36348344636943847
red_indice_calidad_global_roll_3m,-0.7993904922400067,-0.7640987591425078,-0.03884316872292425,0.9175210501998633,-0.8151603753531339,0.3521640285753067,-0.0289776262169902,0.9206967205845937,-0.023068595720753954,0.9163655876366698,0.24351996249356525,0.127505106287199,0.16723167615183798,-0.024539468331072657,-0.04688267754176536,-0.02546551922259631,0.8511614139955442,0.34420454162058034,0.8558207416240917,0.16442672587123122,0.8631466246897096,0.1258743025299529,-0.0035548952775794882,1.0,-0.020453646892401266,-0.030678434867418017,-0.8419400176723697,-0.09658749726659545,0.31008938294667526,-0.8234534064271294,-0.005501805051297129,0.11307357104403472,-0.8142559671225715,-0.016260046037067245
red_incidencia_masiva_lag_3m,0.042698487758639186,0.028968536488102548,0.003700078731292999,0.006970503140711188,0.027006643676414064,0.006810508967857961,-0.00013351903038488614,0.008644876026019179,0.0064671011935743625,0.005116208132741469,-0.011948286812515382,0.0008366697683851089,-0.00956542370929835,0.00020855611249586092,-0.0010391432764552742,-0.00031375907396775227,-0.030124473418993825,0.006936364833976649,-0.029625728860307034,-0.004202188800189241,-0.057588336092459766,0.0004881366925880939,0.0001215411471061297,-0.020453646892401266,1.0,-0.004644315782876027,0.16888612597570385,0.005074609851790218,0.00625844110595707,0.016982771772466647,0.0009687469135030574,-0.003988245209749997,0.32537435280996313,-0.00042078999962245976
red_incidencia_masiva_lag_2m,0.015666501735572592,0.03003606623221031,0.004660999583720907,0.0023720677518928946,0.04333190596067815,0.009155690499367044,0.0014513044243802406,0.004326952880337714,0.0011650584974582947,0.0038432749448252725,-0.012364922066823889,0.0012163055789934352,-0.008323636302588517,0.006545270943311607,0.00040124474754278536,0.0003504292133827645,-0.04215815919567371,0.007028160445079127,-0.03987806451884244,-0.007121608425242752,-0.010131488678484776,0.0015428787975823785,-0.00035153998478133677,-0.030678434867418017,-0.004644315782876027,1.0,0.2411281656705451,0.0029787459701902043,0.006380163755448545,0.02793531146162036,-0.002638032650966408,-0.00589315042289535,0.00746248828784034,0.0006504767136868542
red_tasa_cortes_pct_roll_3m,0.7566493512370387,0.7630493985337315,0.03914190857612241,-0.6852236649818756,0.7619430318144383,-0.31327466500394924,0.025918959581500523,-0.6508539678457697,0.022420332981488066,-0.7022238829969154,-0.21908899464201637,-0.11408017390358695,-0.14937008778838776,0.023602243600027273,0.036025643711244996,0.024187861798279375,-0.8719124676475536,-0.30212570611949957,-0.8713063092768748,-0.14535443793606534,-0.8569312167341097,-0.11096785326275786,-0.0004943680343283228,-0.8419400176723697,0.16888612597570385,0.2411281656705451,1.0,0.08810926077982152,-0.27018414370140337,0.7596939916047062,0.004288561638080406,-0.09879472469694334,0.9110937343713524,0.014402076754881815
soporte_duracion_max_roll_3m,0.0832833554679735,0.09201387382674182,0.06117339612748728,-0.08857131027570195,0.07934470806143688,-0.04541462041935557,0.1245294815512103,-0.08359212237715594,0.03458773046201496,-0.09075216903693381,-0.15769029521098069,-0.016069456099905437,-0.01586503028002553,0.03068200370625303,0.1446876794426088,0.042447798465296976,-0.09024883914341439,-0.04589248494784906,-0.09163305754303755,-0.09998204865339766,-0.09700399553527354,-0.017990665695671895,0.14869838815656936,-0.09658749726659545,0.005074609851790218,0.0029787459701902043,0.08810926077982152,1.0,-0.030203029318611244,0.09903084255513442,0.8742908704875739,-0.010524388014148619,0.09114038372106845,0.06290293463321718
fact_num_lineas,-0.27935838959297293,-0.27722748503389316,-0.006546566997855636,0.2535171347243988,-0.27937203015102074,0.702501865535992,-0.0022022200748807643,0.24722787049815229,-0.0038943399034421307,0.25653336023108164,0.07879469096446631,0.2434629182142734,0.05504398567064606,-0.0037709698378511555,-0.009115447126497296,-0.004561285596407329,0.32426700943015674,0.707500331657198,0.3238095840446642,0.05177805039910667,0.3248289768930356,0.23815704633657764,0.00709831536414164,0.31008938294667526,0.00625844110595707,0.006380163755448545,-0.27018414370140337,-0.030203029318611244,1.0,-0.28019883098861825,-0.004002680541891355,0.03624634965513882,-0.2633953217934362,-0.0010499515118580988
fact_stress_calidad_lag,0.8048782155909553,0.9387829189272435,0.043910747293220295,-0.9020529826416728,0.8112355164358609,-0.31619378449307595,0.032935568831117534,-0.7282962791107122,0.023488905612031402,-0.9020126637074793,-0.2605896713901757,-0.11368600602216078,-0.18274354099019105,0.02391452066141667,0.0541993983805899,0.0288848297389168,-0.7477158786126058,-0.34778681567801817,-0.8409648902218184,-0.17628834046420072,-0.8475667930574731,-0.12676885503492388,-0.013242443463692476,-0.8234534064271294,0.016982771772466647,0.02793531146162036,0.7596939916047062,0.09903084255513442,-0.28019883098861825,1.0,0.004767502602616531,-0.12346568237940433,0.7996501627813031,0.016908241997732974
soporte_duracion_media_roll_3m,0.001148800841646779,0.0018360429820802214,0.0021698556710956465,-0.003130936811906724,0.00045119305520597143,-0.0011592536817923342,-0.0007715925470452847,-0.0045882761866682924,0.004947919803162872,-0.002863130852465023,-0.0007490730555316699,0.002609816018949993,-0.0003380249464172534,0.0007721967162302305,-0.002327683172752658,-0.0008715093423339257,-0.006165931921890483,-0.0007890432677184898,-0.005744840293103044,-0.0014130585078217825,-0.006312605874503143,0.0012156527649985313,-0.0007239193395911391,-0.005501805051297129,0.0009687469135030574,-0.002638032650966408,0.004288561638080406,0.8742908704875739,-0.004002680541891355,0.004767502602616531,1.0,-0.0014156035001239486,0.0058587750248308545,-0.0001996027889897392
soporte_satisfaccion_media,-0.08892416896414765,-0.11141233473964159,0.0009517901286456769,0.10867997599832144,-0.09218277540580633,0.03754822166636483,0.013487634077487688,0.10461200131393862,-0.00333222561982088,0.1082070496633676,0.5482114344250617,0.01557472157107102,0.6236800885760397,-0.000697968484237896,0.017440765272825877,0.0029224521801765914,0.09694584009825719,0.03778421683840418,0.0977308333202994,0.879158929898471,0.0991273819961288,0.01677155485590889,0.008714022419371652,0.11307357104403472,-0.003988245209749997,-0.00589315042289535,-0.09879472469694334,-0.010524388014148619,0.03624634965513882,-0.12346568237940433,-0.0014156035001239486,1.0,-0.09434955084489666,0.001882510657936452
red_tasa_cortes_pct_lag_3m,0.8153747683754998,0.8125682243023216,0.038617689302702485,-0.6397606612444886,0.8069188481322551,-0.30843177100036984,0.025801798521157996,-0.648583283162823,0.02237036918005986,-0.6376344471848191,-0.2256296872144133,-0.11132138458668589,-0.15518939211599653,0.021735439809600667,0.035231490646021164,0.022810220225084884,-0.84120809642655,-0.2945680519086281,-0.8396601035098493,-0.13777368021656314,-0.8542688778570412,-0.10872251954686954,0.0016311170625933227,-0.8142559671225715,0.32537435280996313,0.00746248828784034,0.9110937343713524,0.09114038372106845,-0.2633953217934362,0.7996501627813031,0.0058587750248308545,-0.09434955084489666,1.0,0.013258313185726955
fact_impago_flag_lag_2m,0.019448868061960833,0.0183090100050786,0.25007747506061856,-0.015520291171345938,0.015778492547303055,-0.01182429970333983,0.5724844883616329,-0.015488830804903988,0.43217481896716325,-0.017848619738940263,-0.05134218272517949,-0.006652674178106681,0.0062413320755542664,0.0001894660255087812,0.2667655116674424,0.0010993601417191923,-0.013574062507858238,-0.012024202929975228,-0.01357429369433397,-0.000338699745540691,-0.013792642730970662,-0.006288824585255754,0.36348344636943847,-0.016260046037067245,-0.00042078999962245976,0.0006504767136868542,0.014402076754881815,0.06290293463321718,-0.0010499515118580988,0.016908241997732974,-0.0001996027889897392,0.001882510657936452,0.013258313185726955,1.0
