feature_transformed,importance,abs_importance,importance_type,feature_original,rank
num__missingindicator_fact_dias_retraso_pago_lag_2m,0.16565318614415672,0.16565318614415672,coefficient,fact_dias_retraso_pago_lag_2m,38
num__missingindicator_fact_descuento_aplicado_lag_2m,0.16565318614415672,0.16565318614415672,coefficient,fact_descuento_aplicado_lag_2m,39
num__missingindicator_red_indice_calidad_global_lag_2m,0.16565318614415672,0.16565318614415672,coefficient,red_indice_calidad_global_lag_2m,40
num__missingindicator_fact_impago_flag_lag_2m,0.16565318614415672,0.16565318614415672,coefficient,fact_impago_flag_lag_2m,41
num__missingindicator_red_cobertura_5g_pct_lag_2m,0.16565318614415672,0.16565318614415672,coefficient,red_cobertura_5g_pct_lag_2m,42
num__missingindicator_fact_stress_calidad_lag_lag_2m,0.16565318614415672,0.16565318614415672,coefficient,fact_stress_calidad_lag_lag_2m,43
num__missingindicator_fact_cargo_base_lag_2m,0.16565318614415672,0.16565318614415672,coefficient,fact_cargo_base_lag_2m,44
cat__soporte_motivo_principal_Consulta general,-0.14140073810470188,0.14140073810470188,coefficient,soporte_motivo_principal,45
num__red_cobertura_5g_pct_lag_2m,-0.13407072220663147,0.13407072220663147,coefficient,red_cobertura_5g_pct_lag_2m,46
cat__soporte_motivo_principal_Desconocido,-0.088751393052461,0.088751393052461,coefficient,soporte_motivo_principal,47
cat__soporte_motivo_principal_Facturación,0.08737791920009548,0.08737791920009548,coefficient,soporte_motivo_principal,48
cat__soporte_canal_principal_carrier-pigeon,-0.06297845198522013,0.06297845198522013,coefficient,soporte_canal_principal,49
num__missingindicator_fact_stress_calidad_lag_lag_1m,0.06040225462806736,0.06040225462806736,coefficient,fact_stress_calidad_lag_lag_1m,50
num__missingindicator_fact_num_lineas_lag_1m,0.06040225462806736,0.06040225462806736,coefficient,fact_num_lineas_lag_1m,51
num__missingindicator_fact_cargo_base_lag_1m,0.06040225462806736,0.06040225462806736,coefficient,fact_cargo_base_lag_1m,52
num__missingindicator_red_indice_calidad_global_lag_1m,0.06040225462806736,0.06040225462806736,coefficient,red_indice_calidad_global_lag_1m,53
num__missingindicator_fact_dias_retraso_pago_lag_1m,0.06040225462806736,0.06040225462806736,coefficient,fact_dias_retraso_pago_lag_1m,54
cat__soporte_motivo_principal_Impago / pago,0.05811501450806345,0.05811501450806345,coefficient,soporte_motivo_principal,55
cat__soporte_motivo_principal_Baja / portabilidad,0.04960896894104788,0.04960896894104788,coefficient,soporte_motivo_principal,56
cat__soporte_motivo_principal_Calidad de señal,-0.04840009468571389,0.04840009468571389,coefficient,soporte_motivo_principal,57
cat__soporte_canal_principal_telefono,0.045789081068932626,0.045789081068932626,coefficient,soporte_canal_principal,58
cat__soporte_canal_principal_app_chat,0.020383734852129746,0.020383734852129746,coefficient,soporte_canal_principal,59
cat__soporte_canal_principal_email,0.018796376767073835,0.018796376767073835,coefficient,soporte_canal_principal,60
cat__fact_tipo_plan_Contrato,-0.011517143285044391,0.011517143285044391,coefficient,fact_tipo_plan,61
cat__soporte_canal_principal_tienda,0.010413249430795597,0.010413249430795597,coefficient,soporte_canal_principal,62
